"Resultat","Kon","Alder","Utbildare"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
TRUE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Man",19,"Trafikskola"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Kvinna",19,"Privatist"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Privatist"
FALSE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Privatist"
FALSE,"Man",19,"Privatist"
TRUE,"Man",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
FALSE,"Kvinna",19,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
TRUE,"Man",20,"Privatist"
TRUE,"Man",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Kvinna",20,"Trafikskola"
FALSE,"Kvinna",20,"Privatist"
FALSE,"Man",20,"Privatist"
TRUE,"Man",20,"Trafikskola"
TRUE,"Kvinna",20,"Trafikskola"
TRUE,"Man",20,"Trafikskola"
